ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDEb76cuI,2017-01-12 09:28:57,2897952.0,747305,12052,17581428,a,InternetExplorer,Desktop,1
IDjAXSclg,2017-01-17 19:34:05,,263575,6906,99510044,c,Safari,Tablet,1
IDRcFuitF,2017-01-20 15:46:02,5685716.0,732809,42227,49384126,e,Mozilla,,0
IDN8eluGF,2017-01-20 13:00:54,2086512.0,101667,6906,71165566,b,Edge,Tablet,0
IDn2Wwquv,2017-01-12 23:20:51,,422046,6906,98830533,b,InternetExplorer,Desktop,1
IDbedbjnw,2017-01-19 08:01:53,654720.0,514146,95113,65017662,c,Mozilla,Desktop,1
IDUgRAp6j,2017-01-11 08:26:37,5146761.0,235522,48498,30860214,a,Edge,Tablet,0
IDOGeOi7D,2017-01-16 12:58:20,4081846.0,855398,12211,37017006,d,InternetExplorer,Desktop,1
ID6G9oRdA,2017-01-19 03:50:28,6994100.0,320505,40339,71040875,b,Firefox,Mobile,0
IDE4KWQJ0,2017-01-16 06:48:55,8352893.0,799255,904,26391770,e,Edge,Tablet,0
IDGYrhhZJ,2017-01-13 14:12:39,347233.0,783304,71531,26391770,e,Edge,,0
IDz6NgIMP,2017-01-12 17:12:39,5458932.0,640479,6906,98830533,e,InternetExplorer,Desktop,1
IDsWvoU11,2017-01-17 17:16:48,1198246.0,328284,21407,80645978,b,Edge,,0
ID2jphwFO,2017-01-12 20:36:12,7044716.0,339433,2053,27723861,c,Google Chrome,Mobile,1
IDhPLRZsp,2017-01-14 09:52:19,4606338.0,53050,33638,91553313,b,Edge,Tablet,0
IDvX6Qjrq,2017-01-16 07:20:02,4405020.0,971808,45287,74363610,c,InternetExplorer,Desktop,1
IDu3EaV24,2017-01-13 09:52:42,9481861.0,531283,95113,65017662,a,Google Chrome,Mobile,0
IDFmqWCk8,2017-01-12 13:30:58,5939936.0,438185,89522,47079934,e,InternetExplorer,Desktop,1
IDZdaA2V8,2017-01-18 01:42:59,7959237.0,401867,12211,50595884,c,Google Chrome,,1
ID8nZqoUh,2017-01-20 17:49:52,1371583.0,427491,80692,27723861,d,Safari,Tablet,1
IDfCvWzAA,2017-01-13 08:24:46,2174195.0,706618,12052,17581428,a,Internet Explorer,Tablet,0
IDGO870WP,2017-01-13 11:19:31,2591554.0,907392,88179,29916445,e,Firefox,Mobile,0
IDq39NiWT,2017-01-11 09:40:05,4689034.0,361404,38881,20301556,c,InternetExplorer,Desktop,1
IDrY9nTzY,2017-01-15 12:04:01,2435169.0,664726,46955,56464503,b,,Desktop,0
IDBIXZ5yv,2017-01-17 13:59:46,,663984,1678,16340250,c,InternetExplorer,,1
ID6xCpY8a,2017-01-20 16:14:00,2576885.0,374819,82877,33505809,f,Edge,,0
ID5FiH6Hl,2017-01-20 08:37:29,,213876,68947,32912111,b,Mozilla Firefox,Desktop,0
IDzbZqlaE,2017-01-13 12:39:04,6633314.0,662684,63146,65017662,c,Chrome,Desktop,1
ID3OU8wvP,2017-01-18 13:24:06,5829030.0,376752,6906,71165566,c,Edge,Tablet,1
IDLM2XYFB,2017-01-20 10:56:53,6340961.0,650326,904,94350426,b,Mozilla Firefox,Desktop,0
IDeJsvLfa,2017-01-17 09:25:43,4008126.0,852118,904,94350426,d,Edge,Tablet,0
IDcbVi6E8,2017-01-12 10:41:21,299462.0,395847,82396,70184594,b,Mozilla,Desktop,0
IDQBeZByL,2017-01-12 17:39:12,,384101,5602,30432082,a,Google Chrome,Mobile,0
IDoHgTzQX,2017-01-20 21:51:14,1886335.0,405458,42227,32738053,c,InternetExplorer,Desktop,1
IDX5f2iTf,2017-01-12 18:40:12,,116255,1678,76464134,c,Firefox,,1
IDCmN7Hz7,2017-01-15 18:02:14,7932885.0,615606,14345,555603,c,IE,Mobile,1
IDEDYEG8W,2017-01-13 17:05:33,8000132.0,163741,42227,50706198,c,Edge,Tablet,0
IDiuXtVmb,2017-01-14 15:34:17,2608943.0,652439,6906,99510044,c,InternetExplorer,Desktop,1
IDzePDA0g,2017-01-12 17:11:54,,766983,41706,4000296,a,InternetExplorer,Desktop,0
ID0uDUiiR,2017-01-17 12:59:21,2853247.0,878943,6906,99510044,f,Mozilla,Desktop,0
IDFMkipFH,2017-01-11 02:55:11,6201590.0,45366,82877,67290861,a,,Tablet,0
IDWuUUqDO,2017-01-17 17:57:55,7555264.0,499894,6906,99510044,a,Google Chrome,Mobile,0
IDKZ1VcmS,2017-01-16 16:47:30,5498853.0,117037,71833,26391770,b,Edge,Tablet,0
IDBGsftAA,2017-01-20 10:45:49,8262763.0,94362,33638,555603,b,Firefox,Mobile,0
IDlb2z0T8,2017-01-12 18:34:05,304865.0,163371,21380,41631117,a,Firefox,Mobile,0
IDYPX6J4l,2017-01-13 02:24:23,6037233.0,407581,72276,90093962,b,Internet Explorer,Tablet,0
IDN4oyIXm,2017-01-10 09:58:32,,271017,64452,36951426,b,Mozilla,Desktop,1
IDOhUNxQO,2017-01-14 11:36:38,2512021.0,146464,42227,32738053,b,,Desktop,0
IDJbXcwGo,2017-01-11 21:27:05,2081950.0,902021,9764,25354302,c,Edge,Tablet,1
IDZVW8vyj,2017-01-20 14:40:57,5128841.0,716098,76239,7122654,b,Firefox,Mobile,0
IDeRsQRGQ,2017-01-14 15:21:49,6549428.0,731390,42227,18243870,d,Firefox,Mobile,0
IDvg9T4H6,2017-01-18 22:42:10,5877616.0,950015,35046,31388981,d,Google Chrome,Mobile,1
IDtbK5s3D,2017-01-15 16:33:29,,950186,10345,17777318,d,InternetExplorer,Desktop,1
ID75uwXh9,2017-01-15 16:18:52,9504083.0,70172,14345,18481500,b,Edge,Tablet,0
IDhaWa7BE,2017-01-20 10:57:00,1585558.0,224647,53956,91808273,b,Mozilla Firefox,Desktop,0
ID8gaSzmP,2017-01-12 11:25:35,,7029,62809,29916445,a,Opera,Mobile,0
IDYwZTKWI,2017-01-17 16:08:18,1439115.0,518002,904,26391770,b,Firefox,Mobile,0
IDC0asDob,2017-01-17 07:20:09,3995925.0,597333,99178,555603,b,Edge,Tablet,0
IDwhxedT5,2017-01-14 21:23:30,4992945.0,573103,17714,58604466,c,Safari,Tablet,1
IDVHJ0Z2P,2017-01-12 09:14:49,72121.0,346701,43897,37236044,d,Google Chrome,,1
IDcPXfrRK,2017-01-17 03:15:07,128392.0,673735,6906,99510044,b,Google Chrome,,1
IDkaT1ECp,2017-01-20 17:19:18,9942641.0,149643,33638,48615529,b,Edge,Tablet,0
IDEnaNQz0,2017-01-20 17:51:33,2376792.0,27515,97863,36994522,b,Google Chrome,Mobile,1
ID9qt1yaM,2017-01-10 08:26:42,8502855.0,469793,33287,91808273,c,Google Chrome,,1
IDBDjvW0u,2017-01-10 17:57:17,1512420.0,725312,3643,27723861,f,InternetExplorer,,1
IDFh6Av3i,2017-01-13 08:33:44,,151723,92704,7864011,c,IE,Mobile,1
IDeGdwNka,2017-01-20 14:53:01,4969826.0,150204,34670,57977218,a,Google Chrome,Mobile,1
IDheiWstL,2017-01-20 02:35:27,2785761.0,301013,80554,9556126,e,,Desktop,0
IDwCA2eXh,2017-01-16 09:19:05,4743721.0,910164,1678,14334527,b,Firefox,Mobile,0
IDlIrRVhS,2017-01-16 16:32:14,8566827.0,218081,48430,39772159,d,Firefox,Mobile,0
IDvLN1lc7,2017-01-18 13:39:24,2177875.0,131139,34670,46997962,c,Google Chrome,Mobile,1
IDOLsJ6Y4,2017-01-11 12:31:44,318309.0,819695,92704,51545768,a,InternetExplorer,Desktop,0
IDGRmwBQb,2017-01-13 14:10:47,4714972.0,985278,54125,91553313,f,Firefox,Mobile,0
IDva5Gndt,2017-01-19 07:01:47,4349127.0,764405,28075,29624796,f,Google Chrome,Mobile,0
IDtrM5l5p,2017-01-11 19:58:18,,542013,48498,93157824,a,Edge,,0
ID8EK5hld,2017-01-20 09:47:39,7135442.0,207422,57860,48644561,b,Firefox,Mobile,0
IDUeCYZuP,2017-01-13 07:07:00,4115793.0,745031,97863,3156697,e,Edge,Tablet,0
ID38gx1dK,2017-01-12 11:46:17,1162476.0,981971,904,2050923,a,InternetExplorer,Desktop,0
IDNkAaD7G,2017-01-18 21:41:16,6998846.0,476915,1678,7864011,c,Firefox,Mobile,1
IDABVN36D,2017-01-17 16:07:43,,58739,42227,32738053,c,Google Chrome,Mobile,1
IDcbexMVo,2017-01-12 18:21:21,5363290.0,564359,31195,28553354,a,Firefox,Mobile,0
IDeR6ONLA,2017-01-15 22:08:35,5766737.0,802390,41706,4000296,c,IE,Mobile,1
IDGvmBzRo,2017-01-17 10:30:50,8822480.0,661970,5602,74868704,b,Edge,Tablet,0
IDMVGm7Lb,2017-01-11 22:33:56,1706479.0,166818,6906,98830533,d,Mozilla Firefox,Desktop,1
IDr5koAe7,2017-01-17 15:49:57,5993022.0,126520,20322,35888759,f,Firefox,Mobile,0
IDNaZFqJE,2017-01-17 10:39:58,497490.0,924334,73248,57977218,a,Google Chrome,Mobile,0
IDpEwBTBR,2017-01-19 08:33:19,1950274.0,822028,6906,99510044,a,IE,Mobile,0
ID8DXGkrg,2017-01-15 10:15:13,4847304.0,969556,45287,20301556,a,Mozilla Firefox,Desktop,0
IDXnMaule,2017-01-14 19:52:52,,343356,14960,47079934,c,Edge,Tablet,1
IDmZ3NWgj,2017-01-20 17:55:30,3737860.0,624611,61341,16340250,a,IE,Mobile,0
IDEBh6FVZ,2017-01-18 12:38:28,7145840.0,301045,17714,26391770,c,InternetExplorer,Desktop,1
IDmsDhyAm,2017-01-18 18:43:58,,806241,42227,79474990,d,Google Chrome,Mobile,1
IDfmJwL7H,2017-01-11 09:08:53,2689959.0,756108,42227,49384126,a,Firefox,Mobile,0
IDN8lmnhM,2017-01-14 16:10:46,6702291.0,196589,70384,2050923,b,Firefox,,0
IDKgj6jiI,2017-01-12 17:42:50,4192977.0,133789,12211,15961717,c,Google Chrome,Mobile,1
IDJZ0av50,2017-01-11 19:18:35,,189409,904,29916445,d,Mozilla,Desktop,0
IDd9lIZi8,2017-01-13 16:41:42,8195511.0,167055,81229,49384126,b,Firefox,Mobile,0
IDud4yozX,2017-01-20 15:24:48,542464.0,340403,15124,99558603,c,Mozilla Firefox,Desktop,0
IDj7ikXJ0,2017-01-18 08:21:20,1797919.0,168329,84742,91553313,c,InternetExplorer,Desktop,1
IDrkLzNTW,2017-01-13 14:58:21,6656449.0,296131,8675,43770446,d,Edge,Tablet,0
IDM7EgiQQ,2017-01-11 14:56:19,8547905.0,908826,43612,41441342,c,InternetExplorer,Desktop,1
IDwX7tl4g,2017-01-20 12:41:15,35846.0,211771,3643,79906734,c,InternetExplorer,Desktop,1
IDcywjfjg,2017-01-16 18:11:47,2506950.0,408346,14960,46997962,c,InternetExplorer,Desktop,1
IDX4qykZa,2017-01-16 19:53:47,2466072.0,885945,6906,99510044,d,Google Chrome,Mobile,1
ID8V9TnWB,2017-01-19 15:44:57,,717705,12211,50595884,c,Mozilla Firefox,Desktop,0
IDHj2Rzfi,2017-01-15 14:44:19,7099105.0,107836,46955,74363610,b,Mozilla Firefox,Desktop,0
ID77oRRIt,2017-01-13 14:48:30,,742991,2053,36082259,b,Mozilla,Desktop,0
IDuEOdsio,2017-01-17 11:09:49,2122065.0,205536,21380,81621696,e,InternetExplorer,Desktop,1
IDus5FpxY,2017-01-11 13:24:45,7450680.0,571196,6906,99510044,a,Mozilla Firefox,Desktop,0
IDgpCt0CB,2017-01-20 20:03:52,5246491.0,224219,80319,93083104,d,Edge,Tablet,1
IDbaPDnRF,2017-01-18 09:00:14,1643472.0,646441,6906,99510044,b,Firefox,Mobile,0
IDer83Xo7,2017-01-17 11:09:00,9847024.0,589937,9764,50595884,b,IE,Mobile,0
IDMpxeTyI,2017-01-12 14:14:49,5211897.0,677045,1678,73017084,f,InternetExplorer,Desktop,0
ID8FsvMLP,2017-01-17 10:04:27,8276628.0,989050,5602,89912524,d,Firefox,Mobile,0
IDOCjFNgf,2017-01-18 19:45:47,8275487.0,61315,46450,47079934,d,Google Chrome,Mobile,1
IDy21Th1o,2017-01-20 13:21:45,8913268.0,609759,49810,74868704,a,Google Chrome,Mobile,0
IDxUX1AyO,2017-01-18 19:28:24,543028.0,499240,42227,95013373,b,InternetExplorer,Desktop,1
IDo0lYRwJ,2017-01-10 18:40:28,1416368.0,904050,12052,31388981,b,Firefox,Mobile,0
IDK3T9bfV,2017-01-13 17:56:03,1981927.0,721997,70409,49384126,b,Edge,Tablet,0
IDPGOULPq,2017-01-11 18:34:17,8341405.0,604081,904,2050923,b,Mozilla Firefox,Desktop,0
IDHuk7rLW,2017-01-17 18:17:45,1403787.0,367865,45620,31388981,c,Safari,Tablet,1
ID4UH9sya,2017-01-13 16:44:40,,797576,6906,99510044,b,Firefox,Mobile,0
IDnxLXGWn,2017-01-12 21:17:28,5054480.0,447103,17714,27723861,c,Google Chrome,Mobile,1
IDG7B3ou6,2017-01-15 12:38:50,1977716.0,617023,80554,57977218,b,Edge,Tablet,0
IDnZHGNvu,2017-01-16 09:33:35,,201444,98552,65017662,a,Firefox,Mobile,0
IDLweRiRh,2017-01-10 09:31:10,1249298.0,690254,40339,37135965,a,Firefox,Mobile,0
IDLoxlUSD,2017-01-16 02:04:26,3987645.0,510895,904,26391770,f,Mozilla,,0
ID3K0mzrM,2017-01-18 17:03:46,9617386.0,840442,15124,99558603,d,InternetExplorer,Desktop,1
ID8aUguvC,2017-01-13 21:44:55,8850972.0,41106,53956,14065822,b,IE,Mobile,0
IDbuxGRs4,2017-01-12 15:12:09,224071.0,685314,5602,55277834,f,,Desktop,0
IDHuv9VZH,2017-01-11 13:18:50,2275869.0,71333,11837,15961717,b,Chrome,Desktop,0
IDVXyySJe,2017-01-10 14:37:17,7716500.0,95305,50088,7864011,e,Edge,Tablet,0
IDOcOmLoc,2017-01-11 19:41:18,8445517.0,84660,1678,91553313,b,Mozilla,,0
IDcoKXZO4,2017-01-19 17:16:29,4930388.0,587727,3643,79906734,d,Firefox,Mobile,1
IDd0NnWdB,2017-01-13 06:29:56,9655320.0,369601,65251,57977218,a,Edge,Tablet,0
IDS77ckav,2017-01-11 17:01:00,5686872.0,111611,50088,56546102,e,InternetExplorer,Desktop,1
ID6cCfeUx,2017-01-18 06:21:35,,183061,73362,67274540,b,Chrome,,0
ID8lg63ZP,2017-01-17 18:19:19,2439593.0,455652,80554,61940782,a,InternetExplorer,Desktop,1
IDyCiBp51,2017-01-20 13:53:52,4544950.0,236270,64452,87726715,b,,Tablet,0
IDBqFVlGj,2017-01-14 11:34:31,6649228.0,417194,10345,17777318,b,Edge,Tablet,0
ID65XN6RY,2017-01-11 09:13:43,3802772.0,384823,71441,29916445,d,Edge,Tablet,0
ID8ydeyh3,2017-01-18 12:17:46,1409842.0,286969,34670,6171136,a,Mozilla Firefox,Desktop,0
IDvnobW0u,2017-01-10 16:07:54,7175272.0,765407,6906,98830533,d,Firefox,Mobile,0
IDllhpRcT,2017-01-19 12:51:35,8458988.0,721156,6906,99510044,c,Google Chrome,Mobile,1
IDezf3QQi,2017-01-20 17:39:44,4154999.0,816330,82877,555603,b,Firefox,Mobile,0
ID3v7grYU,2017-01-15 12:30:29,9021243.0,46793,84974,74868704,a,Edge,Tablet,0
ID6B7ra4s,2017-01-12 13:44:14,5250061.0,340510,53956,52437512,a,Edge,Tablet,0
IDA1MNCCb,2017-01-20 12:58:51,4835053.0,348725,6906,99510044,c,Google Chrome,Mobile,1
ID7fztiC6,2017-01-17 15:02:16,7069675.0,329135,42227,49384126,d,Mozilla Firefox,Desktop,0
IDBxQ3FCg,2017-01-14 15:49:04,4096480.0,326074,74263,74363610,b,IE,,0
ID20FGyF7,2017-01-15 17:17:20,8035771.0,529417,6747,3151081,a,Edge,Tablet,0
IDl522zOW,2017-01-14 07:02:46,1018684.0,819514,835,22435216,d,InternetExplorer,Desktop,1
ID9Tl06Ic,2017-01-12 14:18:30,3542332.0,882748,40339,54526992,f,Edge,Tablet,0
IDeFmIKxQ,2017-01-12 14:02:14,4641472.0,458646,48498,55358028,b,Chrome,Desktop,0
IDA08CPHY,2017-01-15 14:42:49,6810656.0,440036,20322,35888759,f,Google Chrome,Mobile,1
IDpYcvo1K,2017-01-18 06:17:39,,98019,33638,29916445,a,Firefox,,0
IDce7eTjz,2017-01-12 10:07:01,5975605.0,711112,6906,98830533,d,InternetExplorer,Desktop,1
IDJfbFvjZ,2017-01-19 23:06:51,7710094.0,562648,10345,64511164,d,Google Chrome,Mobile,1
ID4oqJneo,2017-01-10 08:58:47,3829247.0,593160,48498,30860214,b,Safari,Tablet,0
IDwSn3duf,2017-01-12 15:26:49,943846.0,782354,82877,67290861,d,Google Chrome,Mobile,1
IDeO7Lh7M,2017-01-14 18:21:49,4359247.0,804430,1678,76900293,c,,Mobile,1
IDBFuovUY,2017-01-13 07:28:13,3954756.0,704470,6906,99510044,d,Edge,Tablet,0
IDj4tHCJh,2017-01-12 07:30:07,1854575.0,605764,9764,1189152,c,,Desktop,1
IDMP6CfX7,2017-01-18 15:07:30,,804079,27655,21416560,c,Mozilla Firefox,,0
IDSzZ7OLU,2017-01-10 11:43:40,6613671.0,737807,42227,96823930,b,Mozilla Firefox,Desktop,0
IDzyiBjKB,2017-01-17 14:30:34,9461412.0,70172,14345,18481500,c,InternetExplorer,Desktop,1
IDuKI0nMM,2017-01-12 10:25:27,8724500.0,306035,23576,45446370,b,Google Chrome,Mobile,0
IDlAv3ZDH,2017-01-15 16:37:01,,566235,95113,65017662,d,IE,Mobile,1
ID92RlUuu,2017-01-14 11:00:29,9452334.0,322924,42227,43452411,d,InternetExplorer,Desktop,1
IDduPLmAh,2017-01-18 16:51:23,6471916.0,710307,40339,43452411,d,Internet Explorer,Tablet,0
IDysIJo6i,2017-01-10 11:19:57,2687005.0,142625,68947,7864011,c,InternetExplorer,Desktop,1
IDGblUDLg,2017-01-14 03:08:25,1697149.0,109612,40339,43452411,b,Chrome,Desktop,0
IDT2UlUk3,2017-01-15 14:12:08,8463291.0,157509,12052,31388981,a,Firefox,Mobile,0
IDgRX4yHu,2017-01-14 12:22:59,7728071.0,938074,41706,4000296,d,Mozilla,,0
ID5fDczbz,2017-01-14 14:55:13,6277543.0,573576,26162,555603,c,Google Chrome,Mobile,1
IDdw9XyQu,2017-01-20 07:47:18,257016.0,251964,64452,4783924,a,Edge,Tablet,0
IDHZORwor,2017-01-12 09:10:03,4292661.0,31408,95113,65017662,c,Google Chrome,Mobile,1
IDCf5VVN3,2017-01-20 17:19:39,3772348.0,669812,33638,27723861,c,InternetExplorer,Desktop,1
ID4BJ3wtX,2017-01-12 22:42:13,9860187.0,206044,6906,98830533,d,Internet Explorer,Tablet,1
IDlNYs7TZ,2017-01-10 18:28:14,7750496.0,174288,40339,7864011,b,Edge,,0
IDfLyD3KS,2017-01-19 06:43:26,,171704,12211,58163546,d,InternetExplorer,Desktop,1
IDr7QAXWA,2017-01-15 18:31:19,7166426.0,476886,42227,95013373,b,Firefox,Mobile,0
ID6DldkIE,2017-01-11 03:06:59,6201590.0,415902,1678,76464134,a,Edge,Tablet,0
ID3EeaFvv,2017-01-12 06:26:31,1153570.0,943722,87732,18481500,c,InternetExplorer,Desktop,1
IDMP8X9no,2017-01-13 16:51:50,,686216,12211,58163546,c,Mozilla,Desktop,1
IDnBxRcfg,2017-01-16 13:31:10,6803469.0,838951,35368,54692138,b,Firefox,Mobile,0
IDZr8vLKi,2017-01-16 14:58:47,,847449,21407,57977218,a,Edge,Tablet,0
IDgmVq3mU,2017-01-11 14:52:29,3277829.0,524860,73362,72161006,a,Edge,,0
IDFoOsOFM,2017-01-20 08:56:27,4422488.0,489130,67817,51368560,b,Firefox,Mobile,0
IDZGOmHgc,2017-01-12 08:39:35,8798909.0,675237,2053,27723861,a,Edge,Tablet,0
ID8DlzEWu,2017-01-20 10:57:44,4822107.0,991871,87732,8958548,d,Google Chrome,Mobile,1
IDZVnfnAn,2017-01-13 13:44:31,9493590.0,670342,95113,92640312,c,Google Chrome,,1
IDf6zNOtd,2017-01-13 16:22:09,8195511.0,476243,42227,49384126,b,Mozilla Firefox,Desktop,0
IDImvEc8q,2017-01-11 05:24:21,3804571.0,58462,97863,3156697,b,Edge,Tablet,0
IDkLtqF4p,2017-01-11 17:22:29,3477867.0,7978,9764,1189152,e,,Tablet,0
IDRqwNZiW,2017-01-15 22:30:57,2377996.0,256172,33638,13789995,b,Mozilla,Desktop,1
ID7hl8L47,2017-01-12 11:22:49,3953395.0,825463,8414,16622107,b,Mozilla,Desktop,0
IDTzy1qGe,2017-01-19 14:15:53,9626496.0,923801,37815,3151081,c,Google Chrome,Mobile,1
IDb52Aqnj,2017-01-17 15:55:58,5376168.0,269465,54916,29624796,b,Google Chrome,Mobile,0
IDFZbRmxu,2017-01-10 13:35:34,1814400.0,314979,40339,7181598,c,InternetExplorer,Desktop,1
IDd3FZmCn,2017-01-16 10:36:57,2817379.0,215009,40339,68646414,c,InternetExplorer,Desktop,1
IDvS4DmLd,2017-01-10 10:58:01,3874443.0,620275,42227,48913006,b,Firefox,Mobile,0
IDupI4yie,2017-01-15 14:41:10,,61906,40050,27723861,f,IE,,0
IDh3M7EOf,2017-01-13 12:18:21,9416528.0,832363,40339,1436904,b,Firefox,Mobile,0
IDCE2RM2U,2017-01-20 13:15:11,4411105.0,892880,40339,83960204,b,Firefox,Mobile,0
IDS1dFIWC,2017-01-16 17:51:48,3182729.0,208277,48498,555603,a,Google Chrome,Mobile,0
IDmtzcYys,2017-01-10 18:49:00,7397146.0,544644,5602,60774669,a,Edge,Tablet,0
IDcCPPShF,2017-01-12 18:31:39,3387060.0,858986,6906,99510044,c,Mozilla Firefox,Desktop,1
IDAGKQQm9,2017-01-10 10:13:51,3146888.0,633977,21407,43770446,e,Firefox,Mobile,1
ID9JzWx8K,2017-01-14 12:34:00,7724120.0,81351,17714,74363610,b,Mozilla Firefox,Desktop,0
IDKDULDK2,2017-01-20 18:04:02,,334164,10345,82022442,f,InternetExplorer,Desktop,1
ID9jAOsxf,2017-01-14 11:57:24,6941726.0,351569,13412,77318092,d,Chrome,Desktop,1
IDHKZH0P4,2017-01-14 15:18:18,7401563.0,548399,14822,20301556,c,Google Chrome,Mobile,1
IDy4P2J10,2017-01-14 09:40:38,3377833.0,65270,904,26391770,f,Firefox,,0
IDiHrKf9Z,2017-01-20 17:22:24,3039169.0,331493,11837,58163546,b,Firefox,Mobile,0
IDfiC5v9U,2017-01-14 18:46:12,,373171,41640,74868704,c,InternetExplorer,Desktop,1
ID82GFKPl,2017-01-17 11:58:16,1511358.0,609717,33949,48644561,a,Edge,Tablet,0
IDSyfWvxb,2017-01-12 12:18:29,7127613.0,567807,46450,48425572,b,Firefox,Mobile,0
IDQiV7hBg,2017-01-15 14:06:59,7883290.0,863795,6906,99510044,c,InternetExplorer,Desktop,1
IDlWyYWOq,2017-01-14 09:51:54,9390719.0,137680,41706,48615529,c,Google Chrome,Mobile,1
IDpdwXXLi,2017-01-11 06:39:52,7331579.0,845830,70409,22339104,f,Firefox,Mobile,0
IDYkCS5kU,2017-01-18 16:40:27,9218655.0,160144,6906,99510044,d,InternetExplorer,Desktop,0
IDUjnGuU0,2017-01-12 17:59:38,,564435,80554,61940782,b,,Tablet,0
IDVlLuDpp,2017-01-11 14:34:46,6001562.0,555777,12211,45753283,c,Google Chrome,Mobile,1
IDywvjRR3,2017-01-19 02:52:36,6307597.0,116277,73362,86409024,c,Google Chrome,Mobile,1
IDE1QOMgJ,2017-01-11 15:37:29,506412.0,466894,46450,47079934,c,InternetExplorer,Desktop,1
IDCiPAzn5,2017-01-14 13:05:27,478385.0,254120,17804,74868704,d,Edge,,0
IDw91Q82J,2017-01-12 12:27:01,9380024.0,515415,6906,99510044,c,Google Chrome,Mobile,1
IDOSOiBwv,2017-01-18 15:00:21,177813.0,760868,10345,17777318,d,,Mobile,1
IDHbGH2MI,2017-01-16 07:14:28,,539651,45620,31388981,c,InternetExplorer,Desktop,1
ID06iKv3i,2017-01-16 11:07:15,3727846.0,619444,42227,96823930,b,Edge,Tablet,0
IDRmji5Qu,2017-01-11 15:36:04,7719618.0,937924,6906,99510044,d,Firefox,Mobile,1
IDAKK2Q24,2017-01-15 11:01:05,4058302.0,831415,30580,555603,a,InternetExplorer,Desktop,1
ID1scPYGZ,2017-01-18 15:51:41,5782556.0,535661,71642,83175152,d,,Mobile,0
IDsgV7B3h,2017-01-18 15:03:00,,378006,42227,49384126,a,InternetExplorer,Desktop,1
IDLVnm58M,2017-01-14 02:44:44,3211108.0,704931,904,20301556,f,Firefox,Mobile,0
IDxgJeVWd,2017-01-13 05:04:03,7128696.0,310127,904,20301556,a,Firefox,Mobile,0
IDXe8mGFU,2017-01-18 12:25:07,4125607.0,383524,42227,68646414,f,Firefox,,0
IDjkuCjEI,2017-01-11 17:11:12,463971.0,5234,84987,74868704,b,Firefox,Mobile,0
IDO1LHX8d,2017-01-18 17:52:17,8072488.0,81194,54125,48615529,b,Google Chrome,,1
IDKqGKAu4,2017-01-15 11:29:58,1727527.0,975595,29183,42914671,c,Google Chrome,Mobile,1
IDReabGun,2017-01-13 09:18:17,,561555,54125,3156697,b,,Desktop,0
IDq7rBGSg,2017-01-16 13:23:52,9600614.0,799597,33287,1873447,c,Firefox,Mobile,1
IDo34m51L,2017-01-11 21:25:58,7099525.0,189369,5445,17581428,d,InternetExplorer,,1
IDuv0amMv,2017-01-13 13:31:56,6854539.0,561109,93286,14065822,a,Mozilla Firefox,Desktop,0
IDjIfTIhU,2017-01-17 05:38:32,8653618.0,820833,904,58604466,e,Mozilla,,0
ID85HaktO,2017-01-10 10:57:02,7779163.0,1402,904,74363610,e,InternetExplorer,Desktop,1
IDdbTni0T,2017-01-15 03:38:34,8707032.0,982688,23576,1434817,c,InternetExplorer,Desktop,1
IDbBli36v,2017-01-12 16:20:03,1049799.0,284383,6906,99510044,a,,Mobile,0
ID6euieDQ,2017-01-12 18:58:37,3039684.0,744973,97863,87807327,b,IE,Mobile,1
IDdOrIB5m,2017-01-20 12:55:27,8077591.0,820081,96313,31261303,a,Edge,Tablet,0
IDPgSTopu,2017-01-16 16:44:57,2964525.0,995809,12211,8730209,b,Mozilla Firefox,,0
IDr8TDqbX,2017-01-18 16:48:58,6930993.0,421973,95113,65017662,e,Opera,Mobile,0
IDW7VjNdQ,2017-01-11 15:27:28,,613091,8467,88843407,a,,,0
ID9cBC5ca,2017-01-13 12:21:36,,327406,41640,27723861,b,Edge,Tablet,0
IDsaNq5NR,2017-01-20 18:45:47,7794634.0,311772,64452,65017662,c,Google Chrome,,1
IDiJ3p0nI,2017-01-15 16:58:53,9509841.0,279379,6747,3151081,b,Firefox,,0
IDOj4hoYu,2017-01-11 09:50:09,7830019.0,332893,97807,26391770,a,Edge,Tablet,0
IDYDNtugY,2017-01-12 00:01:45,4389236.0,834059,86652,47079934,d,Opera,Mobile,1
ID5d9r1xj,2017-01-15 15:23:44,4448494.0,941928,74263,74363610,c,Google Chrome,Mobile,1
ID0Ktqv8Y,2017-01-13 12:50:20,9547651.0,152336,46955,91553313,a,InternetExplorer,Desktop,1
IDxWIN2iA,2017-01-15 15:35:13,6841621.0,89600,40339,37135965,f,Chrome,Desktop,0
IDP494vBD,2017-01-15 11:07:51,1803724.0,533532,93286,27723861,d,Mozilla,Desktop,0
IDkE7oIDC,2017-01-11 16:23:01,5989090.0,666994,6906,99510044,a,Edge,Tablet,0
IDoybFybL,2017-01-20 08:55:33,735611.0,403508,40339,21153737,e,Mozilla,Desktop,0
ID6KJsIo8,2017-01-20 16:46:11,9080966.0,968221,42227,96823930,a,Firefox,Mobile,0
IDcdOQYxH,2017-01-18 19:06:33,9842730.0,543956,6906,71165566,c,Google Chrome,,1
